fname		mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	bass_name
n02op18-2_03	65	39	38	1/4	1/4	3/4	1	1	vi	G	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	E
n03op18-3_01	252	174	174	0	0	2/2	1	1	IV6	D	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	B
n03op18-3_01	253	175	175	0	0	2/2	1	1	#viio65/V	D	I		#viio65/V		#vii	o	65		V		o7	False	False	(3, 0, -3, 6)	()	6	3	B
n03op18-3_01	254	176	176	0	0	2/2	1	1	v6	D	I		v6		v		6				m	False	False	(-2, 2, 1)	()	1	-2	C
n03op18-3_01	255	177	177	0	0	2/2	1	1	V65	D	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	C#
n03op18-3_01	256	178	178	0	0	2/2	1	1	vi6	D	I		vi6		vi		6				m	False	False	(0, 4, 3)	()	3	0	D
n03op18-3_01	257	179	179	0	0	2/2	1	1	#viio7/ii	D	I		#viio7/ii		#vii	o	7		ii		o7	False	False	(7, 4, 1, -2)	()	7	7	D#
n03op18-3_01	258	180	180	0	0	2/2	1	1	viio65	D	I		viio65		vii	o	65				o7	False	False	(2, -1, -4, 5)	()	5	2	E
n03op18-3_01	338	237	237	0	0	2/2	1	1	I	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n03op18-3_01	339	238	238	0	0	2/2	1	1	.bIII.v6	D	bIII		v6		v		6				m	False	False	(-2, 2, 1)	()	1	-2	Eb
n03op18-3_01	340	239	239	0	0	2/2	1	1	V6	D	bIII		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	E
n03op18-3_01	341	240	240	0	0	2/2	1	1	I	D	bIII		I		I						M	False	False	(0, 4, 1)	()	0	0	F
n03op18-3_01	342	241	241	0	0	2/2	1	1	iv.V65	D	iv		V65		V		65				Mm7	False	True	(5, 2, -1, 1)	()	1	5	F#
n03op18-3_01	343	243	243	0	0	2/2	1	1	i	D	iv		i		i						m	False	True	(0, -3, 1)	()	0	0	G
n03op18-3_02	85	31	31	1/4	1/4	2/4	1	1	V65/III	Bb	v		V65/III		V		65		III		Mm7	False	True	(2, -1, -4, -2)	()	-2	2	G
n03op18-3_02	86	32	32	1/4	1/4	2/4	1	1	III	Bb	v		III		III						M	False	True	(-3, 1, -2)	()	-3	-3	Ab
n03op18-3_02	87	32	32	3/8	3/8	2/4	1	1	V65/iv	Bb	v		V65/iv		V		65		iv		Mm7	False	True	(4, 1, -2, 0)	()	0	4	A
n03op18-3_02	88	33	33	0	0	2/4	1	1	iv	Bb	v		iv		iv						m	False	True	(-1, -4, 0)	()	-1	-1	Bb
n03op18-3_02	89	33	33	1/8	1/8	2/4	1	1	.bII6	Bb	v		bII6		bII		6				M	False	True	(-1, -4, -5)	()	-5	-1	Bb
n03op18-3_02	90	33	33	3/8	3/8	2/4	1	1	iv7	Bb	v		iv7		iv		7				mm7	False	True	(-1, -4, 0, -3)	()	-1	-1	Bb
n03op18-3_02	91	34	34	0	0	2/4	1	1	#viio43	Bb	v		#viio43		#vii	o	43				o7	False	True	(-1, -4, 5, 2)	()	5	-1	Bb
n03op18-3_02	92	36	36	0	0	2/4	1	1	#viio7/V	Bb	v		#viio7/V		#vii	o	7		V		o7	False	True	(6, 3, 0, -3)	()	6	6	B
n03op18-3_02	93	36	36	1/4	1/4	2/4	1	1	V.V(64)	Bb	V		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	C
n03op18-3_02	94	36	36	3/8	3/8	2/4	1	1	V7	Bb	V		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	C
n03op18-3_02	282	105	105	0	0	2/4	1	1	V65/bIII	Bb	I		V65/bIII		V		65		bIII		Mm7	False	False	(2, -1, -4, -2)	()	-2	2	C
n03op18-3_02	283	105	105	1/4	1/4	2/4	1	1	.bIII	Bb	I		bIII		bIII						M	False	False	(-3, 1, -2)	()	-3	-3	Db
n03op18-3_02	284	105	105	3/8	3/8	2/4	1	1	V6/iv	Bb	I		V6/iv		V		6		iv		M	False	False	(4, 1, 0)	()	0	4	D
n03op18-3_02	285	106	106	0	0	2/4	1	1	iv	Bb	I		iv		iv						m	False	False	(-1, -4, 0)	()	-1	-1	Eb
n03op18-3_02	286	106	106	1/8	1/8	2/4	1	1	iv(6)	Bb	I		iv(6)		iv			6			m	False	False	(-1, -4, 2)	()	-1	-1	Eb
n03op18-3_02	287	106	106	3/8	3/8	2/4	1	1	iv	Bb	I		iv		iv						m	False	False	(-1, -4, 0)	()	-1	-1	Eb
n03op18-3_02	288	107	107	0	0	2/4	1	1	viio43	Bb	I		viio43		vii	o	43				o7	False	False	(-1, -4, 5, 2)	()	5	-1	Eb
n03op18-3_02	289	109	109	0	0	2/4	1	1	#viio7/V	Bb	I		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	E
n03op18-3_02	290	109	109	1/4	1/4	2/4	1	1	V(64)	Bb	I		V(64)		V			64			M	False	False	(1, 0, 4)	()	1	1	F
n03op18-3_02	291	109	109	3/8	3/8	2/4	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n03op18-3_02	292	110	110	0	0	2/4	1	1	I64	Bb	I		I64		I		64				M	False	False	(1, 0, 4)	()	0	1	F
n03op18-3_03	61	37	37	0	0	3/4	1	1	V6	D	I		V6		V		6				M	False	False	(5, 2, 1)	()	1	5	C#
n03op18-3_03	62	38	38	1/2	1/2	3/4	1	1	V65	D	I		V65		V		65				Mm7	False	False	(5, 2, -1, 1)	()	1	5	C#
n03op18-3_03	63	39	39	0	0	3/4	1	1	I(4)	D	I		I(4)		I			4			M	False	False	(0, -1, 1)	()	0	0	D
n03op18-3_03	64	39	39	1/4	1/4	3/4	1	1	I	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n03op18-3_03	65	40	40	0	0	3/4	1	1	I	D	I		I		I						M	False	False	(0, 4, 1)	()	0	0	D
n03op18-3_03	66	40	40	1/2	1/2	3/4	1	1	V7/IV	D	I		V7/IV		V		7		IV		Mm7	False	False	(0, 4, 1, -2)	()	0	0	D
n03op18-3_03	67	41	41	0	0	3/4	1	1	V6(2)/ii	D	I		V6(2)/ii		V		6	2	ii		M	False	False	(7, 4, -2)	()	3	7	D#
n03op18-3_03	68	41	41	1/4	1/4	3/4	1	1	V6/ii	D	I		V6/ii		V		6		ii		M	False	False	(7, 4, 3)	()	3	7	D#
n03op18-3_03	69	43	43	0	0	3/4	1	1	ii	D	I		ii		ii						m	False	False	(2, -1, 3)	()	2	2	E
n03op18-3_03	70	43	43	1/2	1/2	3/4	1	1	viio65/ii	D	I		viio65/ii		vii	o	65		ii		o7	False	False	(-3, -6, -9, 0)	()	0	-3	F
n03op18-3_04	507	335	335	3/8	3/8	6/8	1	1	V+6	D	I	V	V+6		V	+	6				+	False	False	(5, 9, 1)	()	1	5	C#
n03op18-3_04	508	336	336	0	0	6/8	1	1	I	D	I	V	I		I						M	False	False	(0, 4, 1)	()	0	0	D
n03op18-3_04	509	336	336	3/8	3/8	6/8	1	1	#io	D	I	V	#io		#i	o					o	False	False	(7, 4, 1)	()	7	7	D#
n03op18-3_04	510	337	337	0	0	6/8	1	1	ii	D	I	V	ii		ii						m	False	False	(2, -1, 3)	()	2	2	E
n03op18-3_04	511	337	337	3/8	3/8	6/8	1	1	#iio7	D	I	V	#iio7		#ii	o	7				o7	False	False	(9, 6, 3, 0)	()	9	9	E#
n03op18-3_04	512	338	338	0	0	6/8	1	1	iii	D	I	V	iii		iii						m	False	False	(4, 1, 5)	()	4	4	F#
n03op18-3_04	513	338	338	3/8	3/8	6/8	1	1	III	D	I	V	III		III						M	False	False	(4, 8, 5)	()	4	4	F#
n03op18-3_04	514	339	339	0	0	6/8	1	1	IV	D	I	V	IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	G
n04op18-4_01	494	202	200	1/2	1/2	4/4	1	1	V	c	i		V		V						M	True	True	(1, 5, 2)	()	1	1	G
n04op18-4_01	495	203	201	0	0	4/4	1	1	VI	c	i		VI		VI						M	True	True	(-4, 0, -3)	()	-4	-4	Ab
n04op18-4_01	496	203	201	1/2	1/2	4/4	1	1	V7/bII	c	i		V7/bII		V		7		bII		Mm7	True	True	(-4, 0, -3, -6)	()	-4	-4	Ab
n04op18-4_01	497	204	202	0	0	4/4	1	1	.bII64	c	i		bII64		bII		64				M	True	True	(-4, -5, -1)	()	-5	-4	Ab
n04op18-4_01	498	204	202	3/4	3/4	4/4	1	1	#viio7/VII	c	i		#viio7/VII		#vii	o	7		VII		o7	True	True	(3, 0, -3, -6)	()	3	3	A
n04op18-4_01	499	205	203	0	0	4/4	1	1	VII(b64)	c	i		VII(b64)		VII			b64			M	True	True	(-2, -3, -6)	()	-2	-2	Bb
n04op18-4_01	500	205	203	1/4	1/4	4/4	1	1	VII(4)	c	i		VII(4)		VII			4			M	True	True	(-2, -3, -1)	()	-2	-2	Bb
n04op18-4_01	501	205	203	1/2	1/2	4/4	1	1	VII	c	i		VII		VII						M	True	True	(-2, 2, -1)	()	-2	-2	Bb
n04op18-4_01	502	205	203	3/4	3/4	4/4	1	1	VII7	c	i		VII7		VII		7				Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2	Bb
n04op18-4_01	503	206	204	0	0	4/4	1	1	vi6	c	i		vi6		vi		6				m	True	True	(-7, -3, -4)	()	-4	-7	Cb
n04op18-4_01	504	206	204	1/4	1/4	4/4	1	1	V65/bII	c	i		V65/bII		V		65		bII		Mm7	True	True	(0, -3, -6, -4)	()	-4	0	C
n04op18-4_01	505	206	204	1/2	1/2	4/4	1	1	.bII	c	i		bII		bII						M	True	True	(-5, -1, -4)	()	-5	-5	Db
n04op18-4_01	506	206	204	3/4	3/4	4/4	1	1	#viio6	c	i		#viio6		#vii	o	6				o	True	True	(2, -1, 5)	()	5	2	D
n04op18-4_01	507	207	205	0	0	4/4	1	1	i6	c	i		i6		i		6				m	True	True	(-3, 1, 0)	()	0	-3	Eb
n04op18-4_01	508	207	205	1/4	1/4	4/4	1	1	V65/iv	c	i		V65/iv		V		65		iv		Mm7	True	True	(4, 1, -2, 0)	()	0	4	E
n04op18-4_01	509	207	205	1/2	1/2	4/4	1	1	iv(4)	c	i		iv(4)		iv			4			m	True	True	(-1, -2, 0)	()	-1	-1	F
n04op18-4_01	510	207	205	5/8	5/8	4/4	1	1	iv	c	i		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	F
n04op18-4_01	511	207	205	3/4	3/4	4/4	1	1	V6/V	c	i		V6/V		V		6		V		M	True	True	(6, 3, 2)	()	2	6	F#
n04op18-4_01	512	208	206	0	0	4/4	1	1	V	c	i		V		V						M	True	True	(1, 5, 2)	()	1	1	G
n04op18-4_01	513	208	206	1/2	1/2	4/4	1	1	VI	c	i		VI		VI						M	True	True	(-4, 0, -3)	()	-4	-4	Ab
n04op18-4_02	155	106	106	0	0	3/8	1	1	I	C	bIII		I		I						M	False	False	(0, 4, 1)	()	0	0	Eb
n04op18-4_02	156	107	107	0	0	3/8	1	1	.bvii.#viio7/V	C	bvii		#viio7/V		#vii	o	7		V		o7	False	True	(6, 3, 0, -3)	()	6	6	E
n04op18-4_02	157	108	108	0	0	3/8	1	1	i64	C	bvii		i64		i		64				m	False	True	(1, 0, -3)	()	0	1	F
n04op18-4_02	158	109	109	0	0	3/8	1	1	VI	C	bvii		VI		VI						M	False	True	(-4, 0, -3)	()	-4	-4	Gb
n04op18-4_02	159	110	110	0	0	3/8	1	1	#viio65/V	C	bvii		#viio65/V		#vii	o	65		V		o7	False	True	(3, 0, -3, 6)	()	6	3	G
n05op18-5_01	268	152	152	0	0	6/8	1	1	IV6	A	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	F#
n05op18-5_01	269	152	152	3/8	3/8	6/8	1	1	.bVII	A	I		bVII		bVII						M	False	False	(-2, 2, -1)	()	-2	-2	G
n05op18-5_01	270	153	153	0	0	6/8	1	1	viio	A	I		viio		vii	o					o	False	False	(5, 2, -1)	()	5	5	G#
n05op18-5_01	271	153	153	3/8	3/8	6/8	1	1	IV64	A	I		IV64		IV		64				M	False	False	(0, -1, 3)	()	-1	0	A
n05op18-5_01	272	154	154	0	0	6/8	1	1	.bII	A	I		bII		bII						M	False	False	(-5, -1, -4)	()	-5	-5	Bb
n05op18-5_01	273	154	154	3/8	3/8	6/8	1	1	V6/bIII	A	I		V6/bIII		V		6		bIII		M	False	False	(2, -1, -2)	()	-2	2	B
n05op18-5_01	274	155	155	0	0	6/8	1	1	V65/bIII	A	I		V65/bIII		V		65		bIII		Mm7	False	False	(2, -1, -4, -2)	()	-2	2	B
n05op18-5_01	275	155	155	3/8	3/8	6/8	1	1	.bIII	A	I		bIII		bIII						M	False	False	(-3, 1, -2)	()	-3	-3	C
n06op18-6_04	378	242	242	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n06op18-6_04	379	243	243	0	0	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	380	243	243	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n06op18-6_04	381	244	244	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n06op18-6_04	382	244	244	1/4	1/4	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	F#
n06op18-6_04	383	245	245	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	G
n06op18-6_04	399	253	253	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n06op18-6_04	400	254	254	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n06op18-6_04	401	254	254	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n06op18-6_04	402	255	255	0	0	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n06op18-6_04	403	255	255	1/4	1/4	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	F#
n06op18-6_04	404	256	256	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	G
n06op18-6_04	405	256	256	1/8	1/8	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	False	False	(-2, 0, 4, 1)	()	0	-2	Ab
n07op59-1_02	317	236	236	1/16	1/16	3/8	1	1	I6	Bb	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	D
n07op59-1_02	318	236	236	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	Eb
n07op59-1_02	319	236	236	3/16	3/16	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n07op59-1_02	320	236	236	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	False	False	(1, 5, 2, -1)	()	1	1	F
n07op59-1_02	321	237	237	0	0	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	False	False	(8, 5, 2, -1)	()	8	8	F#
n07op59-1_02	543	412	412	1/8	1/8	3/8	1	1	V65/ii	Bb	I		V65/ii		V		65		ii		Mm7	False	False	(7, 4, 1, 3)	()	3	7	B
n07op59-1_02	544	412	412	1/4	1/4	3/8	1	1	ii	Bb	I		ii		ii						m	False	False	(2, -1, 3)	()	2	2	C
n07op59-1_02	545	413	413	0	0	3/8	1	1	V65/iii	Bb	I		V65/iii		V		65		iii		Mm7	False	False	(9, 6, 3, 5)	()	5	9	C#
n07op59-1_02	546	413	413	1/8	1/8	3/8	1	1	iii	Bb	I		iii		iii						m	False	False	(4, 1, 5)	()	4	4	D
n07op59-1_02	547	413	413	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	False	False	(4, 1, -2, 0)	()	0	4	D
n07op59-1_02	548	414	414	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	False	False	(-1, 3, 0)	()	-1	-1	Eb
n07op59-1_02	549	414	414	1/8	1/8	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	E
n07op59-1_02	550	414	414	1/4	1/4	3/8	1	1	V	Bb	I		V		V						M	False	False	(1, 5, 2)	()	1	1	F
n07op59-1_02	551	415	415	0	0	3/8	1	1	V65/vi	Bb	I		V65/vi		V		65		vi		Mm7	False	False	(8, 5, 2, 4)	()	4	8	F#
n07op59-1_02	552	415	415	1/8	1/8	3/8	1	1	vi	Bb	I		vi		vi						m	False	False	(3, 0, 4)	()	3	3	G
n07op59-1_02	553	415	415	1/4	1/4	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	False	False	(3, 0, -1)	()	-1	3	G
n07op59-1_03	103	34	33	1/4	1/4	2/4	1	1	#viio7	f	v		#viio7		#vii	o	7				o7	True	True	(5, 2, -1, -4)	()	5	5	B
n07op59-1_03	104	34	33	3/8	3/8	2/4	1	1	i	f	v		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n07op59-1_03	105	35	34	0	0	2/4	1	1	i	f	v		i		i						m	True	True	(0, -3, 1)	()	0	0	C
n07op59-1_03	106	35	34	1/32	1/32	2/4	1	1	ii%43/iv	f	v		ii%43/iv		ii	%	43		iv		%7	True	True	(-5, -1, 1, -2)	()	1	-5	Db
n07op59-1_03	107	35	34	3/32	3/32	2/4	1	1	#viio65	f	v		#viio65		#vii	o	65				o7	True	True	(2, -1, -4, 5)	()	5	2	D
n07op59-1_03	108	35	34	5/32	5/32	2/4	1	1	i6	f	v		i6		i		6				m	True	True	(-3, 1, 0)	()	0	-3	Eb
n07op59-1_03	109	35	34	7/32	7/32	2/4	1	1	@none	f	v		@none		@none						m	True	True	()	()			
n07op59-1_03	110	35	34	3/8	3/8	2/4	1	1	V65/iv	f	v		V65/iv		V		65		iv		Mm7	True	True	(4, 1, -2, 0)	()	0	4	E
n07op59-1_03	174	62	61	1/4	1/4	2/4	1	1	V(4)/III	f	v		V(4)/III		V			4	III		M	True	True	(-2, -3, -1)	()	-2	-2	Bb
n07op59-1_03	175	62	61	5/16	5/16	2/4	1	1	V7/III	f	v		V7/III		V		7		III		Mm7	True	True	(-2, 2, -1, -4)	()	-2	-2	Bb
n07op59-1_03	176	62	61	7/16	7/16	2/4	1	1	V6	f	v		V6		V		6				M	True	True	(5, 2, 1)	()	1	5	B
n07op59-1_03	177	63	62	0	0	2/4	1	1	i(4)	f	v		i(4)		i			4			m	True	True	(0, -1, 1)	()	0	0	C
n07op59-1_03	178	63	62	1/16	1/16	2/4	1	1	V6/bII	f	v		V6/bII		V		6		bII		M	True	True	(0, -3, -4)	()	-4	0	C
n07op59-1_03	179	63	62	1/4	1/4	2/4	1	1	.bII	f	v		bII		bII						M	True	True	(-5, -1, -4)	()	-5	-5	Db
n07op59-1_03	180	63	62	3/8	3/8	2/4	1	1	V65/III	f	v		V65/III		V		65		III		Mm7	True	True	(2, -1, -4, -2)	()	-2	2	D
n07op59-1_03	181	64	63	0	0	2/4	1	1	III	f	v		III		III						M	True	True	(-3, 1, -2)	()	-3	-3	Eb
n07op59-1_03	182	64	63	3/16	3/16	2/4	1	1	V6/iv	f	v		V6/iv		V		6		iv		M	True	True	(4, 1, 0)	()	0	4	E
n07op59-1_03	183	64	63	1/4	1/4	2/4	1	1	iv	f	v		iv		iv						m	True	True	(-1, -4, 0)	()	-1	-1	F
n07op59-1_03	359	123	122	1/4	1/4	2/4	1	1	VII6	f	i		VII6		VII		6				M	True	True	(2, -1, -2)	()	-2	2	G
n07op59-1_03	360	123	122	7/16	7/16	2/4	1	1	#viio65	f	i		#viio65		#vii	o	65				o7	True	True	(2, -1, -4, 5)	()	5	2	G
n07op59-1_03	361	124	123	0	0	2/4	1	1	i6	f	i		i6		i		6				m	True	True	(-3, 1, 0)	()	0	-3	Ab
n07op59-1_03	362	124	123	1/8	1/8	2/4	1	1	#viio7/iv	f	i		#viio7/iv		#vii	o	7		iv		o7	True	True	(4, 1, -2, -5)	()	4	4	A
n07op59-1_03	363	124	123	1/4	1/4	2/4	1	1	.bII6	f	i		bII6		bII		6				M	True	True	(-1, -4, -5)	()	-5	-1	Bb
n07op59-1_03	364	124	123	3/8	3/8	2/4	1	1	#viio7/V	f	i		#viio7/V		#vii	o	7		V		o7	True	True	(6, 3, 0, -3)	()	6	6	B
n07op59-1_03	365	125	124	0	0	2/4	1	1	V	f	i		V		V						M	True	True	(1, 5, 2)	()	1	1	C
n07op59-1_03	366	125	124	1/4	1/4	2/4	1	1	ii%43	f	i		ii%43		ii	%	43				%7	True	True	(-4, 0, 2, -1)	()	2	-4	Db
n07op59-1_03	367	125	124	3/8	3/8	2/4	1	1	V43/V	f	i		V43/V		V		43		V		Mm7	True	True	(3, 0, 2, 6)	()	2	3	D
n08op59-2_01	146	59	59	1/8	1/8	6/8	1	1	I6	e	III		I6		I		6				M	True	False	(4, 1, 0)	()	0	4	B
n08op59-2_01	147	59	59	3/8	3/8	6/8	1	1	#viio65/ii	e	III		#viio65/ii		#vii	o	65		ii		o7	True	False	(4, 1, -2, 7)	()	7	4	B
n08op59-2_01	148	59	59	5/8	5/8	6/8	1	1	ii6	e	III		ii6		ii		6				m	True	False	(-1, 3, 2)	()	2	-1	C
n08op59-2_01	149	60	60	1/8	1/8	6/8	1	1	#viio7/V	e	III		#viio7/V		#vii	o	7		V		o7	True	False	(6, 3, 0, -3)	()	6	6	C#
n08op59-2_01	150	60	60	3/8	3/8	6/8	1	1	I64	e	III		I64		I		64				M	True	False	(1, 0, 4)	()	0	1	D
n08op59-2_01	151	60	60	5/8	5/8	6/8	1	1	.Ger6	e	III		Ger6	Ger	vii	o	65	b3	V		Ger	True	False	(-4, 0, -3, 6)	()	6	-4	Eb
n08op59-2_01	152	61	61	1/8	1/8	6/8	1	1	#viio65/V	e	III		#viio65/V		#vii	o	65		V		o7	True	False	(3, 0, -3, 6)	()	6	3	E
n08op59-2_01	239	126	124	1/4	1/4	6/8	1	1	.bII	e	iv		bII		bII						M	True	True	(-5, -1, -4)	()	-5	-5	Bb
n08op59-2_01	240	129	127	0	0	6/8	1	1	VI.V7/bIII	e	VI		V7/bIII		V		7		bIII		Mm7	True	False	(-2, 2, -1, -4)	()	-2	-2	Bb
n08op59-2_01	241	130	128	0	0	6/8	1	1	V65	e	VI		V65		V		65				Mm7	True	False	(5, 2, -1, 1)	()	1	5	B
n08op59-2_01	242	131	129	0	0	6/8	1	1	I	e	VI		I		I						M	True	False	(0, 4, 1)	()	0	0	C
n08op59-2_01	243	131	129	5/8	5/8	6/8	1	1	V7/IV	e	VI		V7/IV		V		7		IV		Mm7	True	False	(0, 4, 1, -2)	()	0	0	C
n08op59-2_01	244	132	130	0	0	6/8	1	1	V65/ii	e	VI		V65/ii		V		65		ii		Mm7	True	False	(7, 4, 1, 3)	()	3	7	C#
n08op59-2_01	245	133	131	0	0	6/8	1	1	ii	e	VI		ii		ii						m	True	False	(2, -1, 3)	()	2	2	D
n08op59-2_01	246	133	131	5/8	5/8	6/8	1	1	ii7	e	VI		ii7		ii		7				mm7	True	False	(2, -1, 3, 0)	()	2	2	D
n08op59-2_01	247	134	132	0	0	6/8	1	1	i.V65	e	i		V65		V		65				Mm7	True	True	(5, 2, -1, 1)	()	1	5	D#
n08op59-2_01	248	135	133	0	0	6/8	1	1	i	e	i		i		i						m	True	True	(0, -3, 1)	()	0	0	E
n08op59-2_01	375	201	199	1/8	1/8	6/8	1	1	I6	e	I		I6		I		6				M	True	False	(4, 1, 0)	()	0	4	G#
n08op59-2_01	376	201	199	3/8	3/8	6/8	1	1	#io65	e	I		#io65		#i	o	65				o7	True	False	(4, 1, -2, 7)	()	7	4	G#
n08op59-2_01	377	201	199	5/8	5/8	6/8	1	1	ii6	e	I		ii6		ii		6				m	True	False	(-1, 3, 2)	()	2	-1	A
n08op59-2_01	378	202	200	1/8	1/8	6/8	1	1	#ivo7	e	I		#ivo7		#iv	o	7				o7	True	False	(6, 3, 0, -3)	()	6	6	A#
n08op59-2_01	379	202	200	3/8	3/8	6/8	1	1	i64	e	I		i64		i		64				m	True	False	(1, 0, -3)	()	0	1	B
n08op59-2_01	380	202	200	5/8	5/8	6/8	1	1	.Ger6	e	I		Ger6	Ger	vii	o	65	b3	V		Ger	True	False	(-4, 0, -3, 6)	()	6	-4	C
n08op59-2_01	381	203	201	1/8	1/8	6/8	1	1	#ivo65	e	I		#ivo65		#iv	o	65				o7	True	False	(3, 0, -3, 6)	()	6	3	C#
n08op59-2_02	292	137	137	1/4	1/4	4/4	1	1	I6	E	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	G#
n08op59-2_02	293	137	137	1/2	1/2	4/4	1	1	ii6	E	I		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	A
n08op59-2_02	294	137	137	3/4	3/4	4/4	1	1	#viio7/V	E	I		#viio7/V		#vii	o	7		V		o7	False	False	(6, 3, 0, -3)	()	6	6	A#
